red_StrikesLandedPerMin,red_StrikesAbsorbedPerMin,red_TakedownsPer15Min,red_OpponentTakedownsPer15Min,red_SubmissionsPer15Min,red_ControlPer15Min,red_StrikingAccuracyPct,red_StrikeDefencePct,red_TakedownAccuracyPct,red_TakedownDefencePct,blue_StrikesLandedPerMin,blue_StrikesAbsorbedPerMin,blue_TakedownsPer15Min,blue_OpponentTakedownsPer15Min,blue_SubmissionsPer15Min,blue_ControlPer15Min,blue_StrikingAccuracyPct,blue_StrikeDefencePct,blue_TakedownAccuracyPct,blue_TakedownDefencePct,red_Height,red_Weight,red_Reach,blue_Height,blue_Weight,blue_Reach,red_Elo,blue_Elo,red_Age,blue_Age,red_Stance_Nan,red_Stance_Open Stance,red_Stance_Orthodox,red_Stance_Sideways,red_Stance_Southpaw,red_Stance_Switch,blue_Stance_Nan,blue_Stance_Open Stance,blue_Stance_Orthodox,blue_Stance_Sideways,blue_Stance_Southpaw,blue_Stance_Switch
3.21,4.43,1.47,0.29,1.47,314.79,50.77,49.1,55.56,83.33,2.29,0.82,5.62,0.0,0.33,576.09,60.12,55.42,56.67,100.0,71.0,170.0,72.0,72.0,170.0,76.0,1157.34,1171.47,25.0,29.0,False,False,True,False,False,False,False,False,False,False,False,True
1.95,2.8,2.81,2.51,0.5,253.71,51.05,52.34,47.46,51.92,2.4,2.32,0.0,1.88,0.0,26.57,39.64,63.73,0.0,75.0,67.0,170.0,72.0,71.0,170.0,72.0,1003.9,929.9,31.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
3.96,2.28,4.5,0.9,1.8,396.4,54.55,52.5,62.5,0.0,2.38,1.23,8.17,0.68,1.02,431.1,42.17,68.42,48.98,77.78,72.0,155.0,72.0,70.0,155.0,70.0,992.76,1235.63,30.0,25.0,False,False,True,False,False,False,False,False,True,False,False,False
4.32,2.84,0.42,1.41,0.0,46.07,39.9,63.56,33.33,60.0,2.82,1.18,3.72,0.0,0.93,406.35,36.11,78.77,72.73,100.0,74.0,185.0,76.0,74.0,205.0,74.0,1051.81,1154.16,34.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
4.04,3.1,0.0,1.48,0.0,12.2,51.25,36.68,0.0,75.0,5.61,1.95,1.08,0.0,0.72,70.43,54.19,73.09,60.0,100.0,74.0,242.0,78.0,76.0,245.0,81.0,1280.17,1222.86,32.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
2.55,2.86,2.47,2.28,2.09,442.79,41.31,50.87,38.24,40.0,1.69,1.3,3.84,0.96,1.92,554.14,56.03,53.08,44.44,50.0,71.0,145.0,71.0,68.0,145.0,70.0,1153.36,1189.98,34.0,31.0,False,False,False,False,False,True,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,69.0,155.0,70.0,71.0,155.0,,1000.0,1000.0,22.0,24.0,False,False,True,False,False,False,False,False,True,False,False,False
7.2,3.26,0.0,0.0,0.0,136.77,56.64,53.23,0.0,100.0,3.63,1.48,2.46,2.87,0.31,321.45,57.51,53.63,66.67,49.09,72.0,260.0,75.0,76.0,240.0,82.0,1058.0,1135.5,27.0,37.0,False,False,False,False,True,False,False,False,True,False,False,False
3.42,1.28,3.2,0.0,0.0,349.11,50.0,80.0,33.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,68.0,145.0,71.0,68.0,145.0,70.0,1041.19,1000.0,29.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
0.46,0.23,0.0,3.46,3.46,79.62,100.0,0.0,0.0,0.0,1.02,14.24,0.0,0.0,0.0,0.0,25.0,36.36,0.0,100.0,,,,,125.0,,959.22,930.55,,34.0,True,False,False,False,False,False,True,False,False,False,False,False
3.54,1.64,1.9,2.85,2.85,342.36,54.9,69.05,66.67,66.67,2.82,2.45,3.87,0.43,1.07,432.16,38.33,65.45,38.3,60.0,68.0,155.0,70.0,67.0,155.0,70.0,1108.55,1043.64,28.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
3.96,5.42,1.98,0.0,0.0,47.58,28.85,48.1,100.0,100.0,2.56,2.36,2.23,1.06,0.94,373.86,45.29,57.72,59.38,68.97,,,,69.0,135.0,73.0,970.49,1122.8,,34.0,True,False,False,False,False,False,False,False,True,False,False,False
4.38,2.61,1.23,1.51,0.24,93.9,38.22,66.63,43.33,64.44,5.23,2.49,1.23,1.23,2.47,267.12,60.83,56.25,50.0,66.67,73.0,185.0,75.0,75.0,205.0,77.0,1230.94,1150.1,35.0,30.0,False,False,True,False,False,False,False,False,False,False,True,False
4.57,0.0,0.0,17.14,0.0,0.0,88.89,100.0,0.0,60.0,0.0,1.38,0.0,2.58,2.58,0.0,0.0,55.56,0.0,0.0,69.0,185.0,,72.0,210.0,,1009.59,1080.74,,27.0,False,False,False,False,False,True,False,False,True,False,False,False
3.08,2.44,1.59,0.8,2.39,133.81,39.46,51.06,28.57,50.0,5.84,9.69,0.0,2.14,0.0,59.86,59.42,29.9,0.0,80.0,65.0,115.0,67.0,61.0,115.0,62.0,1002.95,942.0,26.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
5.55,3.48,0.64,1.92,0.0,63.93,56.58,54.13,70.0,73.08,3.78,1.86,5.18,1.15,1.15,540.17,50.9,48.13,62.07,20.0,79.0,250.0,80.0,74.0,262.0,75.0,1303.65,1157.35,34.0,32.0,False,False,True,False,False,False,False,False,False,False,True,False
2.18,3.27,0.0,0.78,0.0,17.11,26.25,53.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,76.0,170.0,76.0,75.0,170.0,78.0,956.32,1000.0,26.0,25.0,False,False,True,False,False,False,False,False,True,False,False,False
4.01,1.53,3.91,0.0,0.87,341.33,52.56,67.08,72.0,100.0,2.66,2.59,0.6,0.85,0.0,153.57,45.64,61.51,45.45,84.44,76.0,205.0,84.0,73.0,205.0,73.0,1338.66,1337.93,24.0,33.0,False,False,True,False,False,False,False,False,True,False,False,False
4.59,2.22,0.0,2.82,0.0,59.28,58.1,68.45,0.0,54.55,3.35,2.7,1.78,0.69,0.0,212.1,41.83,56.43,34.21,80.77,72.0,185.0,73.0,73.0,185.0,74.0,1194.29,1237.61,36.0,26.0,False,False,False,False,True,False,False,False,True,False,False,False
2.33,2.6,0.0,0.0,0.0,0.0,28.69,58.06,0.0,100.0,5.95,5.22,0.0,2.73,0.0,20.44,58.22,52.28,0.0,69.23,66.0,155.0,70.0,68.0,155.0,68.0,969.9,1016.83,31.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
2.3,4.31,2.55,0.93,1.62,187.89,44.48,40.38,34.38,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,69.0,135.0,71.0,70.0,125.0,71.0,972.8,1000.0,30.0,24.0,False,False,True,False,False,False,False,False,False,False,True,False
3.34,2.76,2.62,0.0,0.61,362.38,44.21,50.0,27.66,100.0,2.53,2.43,2.6,0.0,1.52,414.43,51.93,56.14,35.29,100.0,73.0,185.0,77.0,73.0,185.0,72.0,1308.47,1306.39,34.0,38.0,False,False,False,False,True,False,False,False,True,False,False,False
4.5,6.15,0.0,1.87,0.0,28.56,41.98,36.25,0.0,73.33,1.44,1.83,0.0,2.28,0.0,384.98,46.34,53.4,0.0,33.33,,185.0,,,185.0,,857.92,941.53,36.0,29.0,True,False,False,False,False,False,True,False,False,False,False,False
3.98,3.05,0.96,1.05,0.0,79.57,40.98,69.68,32.26,80.0,5.42,3.6,1.6,1.32,1.13,161.9,37.69,63.69,34.0,78.79,68.0,155.0,69.0,70.0,155.0,70.0,1133.3,1103.76,30.0,33.0,False,False,True,False,False,False,False,False,False,False,True,False
2.99,2.77,2.4,1.05,0.21,194.99,34.02,58.02,50.0,62.96,3.14,3.25,3.82,0.4,1.01,300.64,42.94,51.11,50.67,73.33,72.0,185.0,73.0,74.0,185.0,78.0,1293.42,1250.04,32.0,36.0,False,False,True,False,False,False,False,False,True,False,False,False
1.99,2.28,4.13,0.89,0.59,512.85,61.59,40.82,35.9,70.0,4.45,3.32,4.17,0.29,1.58,422.39,42.96,56.64,42.03,92.86,67.0,145.0,69.0,66.0,155.0,66.0,1136.1,1149.13,37.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,1.71,0.0,8.57,0.0,0.0,0.0,70.0,0.0,0.0,0.53,5.4,0.0,3.0,0.0,33.0,27.59,36.72,0.0,25.0,,125.0,,60.0,115.0,,950.76,942.0,29.0,,True,False,False,False,False,False,True,False,False,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.84,2.36,7.8,0.4,0.0,434.8,37.11,57.55,45.35,80.0,65.0,135.0,67.0,66.0,135.0,68.0,1000.0,1104.71,30.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
5.68,3.23,0.48,1.94,0.0,47.42,50.0,61.39,100.0,60.0,3.61,4.33,2.5,0.83,0.83,287.52,40.75,45.07,50.0,60.0,63.0,115.0,63.0,63.0,115.0,58.0,1042.13,1033.51,27.0,23.0,False,False,False,False,False,True,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,10.61,1.1,0.0,0.0,0.0,477.44,56.86,40.0,0.0,100.0,,205.0,,,185.0,,1000.0,1046.18,29.0,27.0,True,False,False,False,False,False,True,False,False,False,False,False
4.69,3.69,1.87,0.79,0.45,217.32,37.21,60.89,25.19,69.57,3.55,1.58,1.48,0.0,1.48,706.09,50.7,20.0,12.5,100.0,71.0,170.0,75.0,69.0,170.0,74.0,1053.16,1129.13,37.0,35.0,False,False,True,False,False,False,False,False,False,False,False,True
1.95,3.21,0.63,4.1,0.95,247.92,39.41,61.46,28.57,31.58,1.95,2.11,1.26,1.98,1.44,226.44,40.6,61.87,58.33,80.36,71.0,170.0,72.0,69.0,155.0,,947.49,1107.46,25.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
2.33,0.96,2.61,0.0,0.22,197.42,50.47,81.2,44.44,100.0,3.09,2.63,4.29,2.48,1.53,328.57,50.31,51.7,38.14,46.94,66.0,145.0,66.0,68.0,145.0,68.0,1274.65,1209.34,28.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
3.42,2.8,0.68,2.05,0.0,254.9,48.23,61.44,50.0,33.33,3.32,3.83,0.26,1.83,0.0,47.75,39.38,54.17,50.0,61.11,68.0,135.0,70.0,68.0,145.0,75.0,1057.63,1023.12,25.0,32.0,False,False,False,False,True,False,False,False,False,False,True,False
4.85,4.22,0.96,2.66,1.33,144.8,44.31,53.39,26.47,44.44,2.22,1.76,1.17,1.38,0.35,209.88,47.86,55.47,30.91,70.15,72.0,170.0,76.0,74.0,170.0,74.0,1289.68,1411.37,36.0,29.0,False,False,False,False,True,False,False,False,False,False,True,False
3.62,2.27,2.43,1.63,0.29,199.64,46.25,54.56,42.34,57.61,3.46,3.21,2.0,0.86,0.57,230.2,48.21,54.73,34.57,47.83,75.0,170.0,80.0,70.0,170.0,71.0,1381.19,1383.1,35.0,36.0,False,False,True,False,False,False,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,64.0,115.0,65.0,64.0,115.0,,1000.0,1000.0,30.0,32.0,False,False,True,False,False,False,True,False,False,False,False,False
2.73,3.08,3.23,0.23,0.46,325.17,50.43,56.43,31.82,83.33,0.0,15.0,0.0,0.0,0.0,0.0,0.0,45.45,0.0,100.0,69.0,155.0,70.0,70.0,155.0,72.0,1040.11,931.18,27.0,29.0,False,False,False,False,True,False,False,False,True,False,False,False
3.29,3.79,0.57,0.38,0.14,94.84,44.17,59.26,54.55,89.19,5.58,3.57,1.2,2.16,0.6,97.08,43.71,61.73,40.0,53.85,67.0,135.0,70.0,68.0,135.0,71.0,1342.43,1364.35,35.0,34.0,False,False,True,False,False,False,False,False,True,False,False,False
5.11,4.87,0.57,0.0,1.7,35.67,47.54,58.25,40.0,100.0,4.16,5.08,0.25,4.42,0.0,58.98,47.3,48.59,16.67,33.33,74.0,170.0,74.0,71.0,185.0,72.0,1002.96,904.22,31.0,31.0,False,False,True,False,False,False,False,False,False,False,True,False
2.98,1.95,3.09,1.54,0.83,388.85,54.49,44.97,37.68,58.06,4.02,4.44,0.83,0.99,0.0,90.86,45.33,57.95,55.56,68.42,71.0,170.0,76.0,70.0,170.0,71.0,1225.26,1102.74,31.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
3.42,3.31,1.16,1.37,0.95,201.72,47.42,62.98,28.21,64.86,6.32,6.89,0.41,0.2,0.2,21.25,41.32,60.65,50.0,95.83,67.0,145.0,67.0,69.0,135.0,68.0,1113.28,1078.81,30.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.69,1.62,2.81,1.88,4.69,0.0,51.3,76.99,42.86,60.0,73.0,205.0,,71.0,225.0,,1000.0,1124.74,33.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
3.82,2.87,2.23,1.89,0.34,201.15,45.12,59.42,54.17,42.11,4.68,7.85,0.21,1.9,0.0,27.25,43.74,46.08,33.33,65.38,63.0,125.0,65.0,67.0,125.0,65.0,1021.38,1052.19,26.0,34.0,False,False,False,False,True,False,False,False,True,False,False,False
5.32,4.2,2.72,2.09,1.26,242.07,51.7,53.12,50.0,56.52,2.99,3.32,4.94,0.99,0.44,297.07,43.59,61.59,45.45,76.92,69.0,135.0,69.0,66.0,135.0,69.0,1246.26,1259.72,30.0,31.0,False,False,False,False,False,True,False,False,True,False,False,False
4.85,4.81,0.0,1.97,0.0,3.28,33.53,54.92,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,69.0,155.0,72.0,71.0,155.0,73.0,1018.68,1000.0,35.0,26.0,False,False,True,False,False,False,False,False,False,False,True,False
,,,,,,,,,,,,,,,,,,,,75.0,205.0,,74.0,205.0,74.0,1000.0,1000.0,28.0,31.0,True,False,False,False,False,False,False,False,True,False,False,False
3.56,3.87,2.02,1.88,1.04,273.12,49.17,53.97,39.73,60.29,7.19,6.8,0.98,0.98,0.0,95.1,52.63,48.0,100.0,50.0,74.0,205.0,76.0,75.0,205.0,80.0,1505.75,1178.53,42.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
3.52,2.26,6.17,0.17,0.33,360.17,43.6,69.61,52.86,75.0,5.73,4.93,0.0,0.0,0.0,127.0,51.19,60.43,0.0,100.0,67.0,145.0,70.0,67.0,155.0,73.0,1175.79,1075.07,29.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
4.04,4.45,0.73,0.73,0.0,153.02,45.16,61.48,38.89,72.0,5.53,2.07,5.0,0.0,0.5,651.5,59.5,65.17,90.91,100.0,65.0,125.0,67.0,64.0,125.0,66.0,1169.6,1104.78,29.0,23.0,False,False,False,False,True,False,False,False,True,False,False,False
2.81,2.41,1.15,2.1,0.38,197.69,49.44,65.0,60.0,45.0,5.07,3.58,3.07,0.77,0.0,178.16,40.57,63.92,30.77,50.0,68.0,135.0,73.0,71.0,145.0,74.0,1036.1,984.27,26.0,24.0,False,False,True,False,False,False,False,False,True,False,False,False
4.29,1.01,4.23,1.51,0.91,512.9,48.08,71.75,56.0,58.33,1.89,2.12,0.85,2.12,2.54,230.61,38.29,66.52,16.67,16.67,73.0,170.0,75.0,72.0,170.0,74.0,1228.52,1010.49,23.0,35.0,False,False,True,False,False,False,False,False,True,False,False,False
4.2,5.75,0.0,1.02,1.02,78.86,33.47,49.32,0.0,71.43,2.65,4.27,1.07,3.39,1.78,170.94,50.68,45.52,46.15,59.57,70.0,155.0,75.0,72.0,170.0,74.0,1129.58,1107.71,29.0,32.0,False,False,True,False,False,False,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,67.0,155.0,,66.0,135.0,64.0,1000.0,1000.0,31.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1.84,1.84,1.02,2.49,2.2,138.36,43.05,52.03,63.64,52.78,69.0,155.0,71.0,71.0,170.0,68.0,1000.0,914.58,25.0,33.0,False,False,True,False,False,False,False,False,True,False,False,False
7.83,13.04,0.0,6.52,0.0,84.78,48.0,34.07,0.0,33.33,2.8,0.6,2.0,1.0,0.0,286.0,48.28,87.5,40.0,0.0,,145.0,,,,,966.93,1058.0,30.0,,True,False,False,False,False,False,True,False,False,False,False,False
4.57,4.77,0.0,5.0,2.0,58.0,47.57,43.25,0.0,50.0,8.64,6.86,0.0,0.0,0.0,42.29,46.38,62.54,0.0,100.0,69.0,135.0,70.0,69.0,135.0,73.0,998.85,999.68,34.0,27.0,False,False,False,False,False,True,False,False,False,False,False,True
,,,,,,,,,,,,,,,,,,,,72.0,155.0,71.0,72.0,155.0,76.0,1000.0,1000.0,25.0,26.0,False,False,True,False,False,False,False,False,False,False,True,False
5.12,3.81,0.41,1.23,1.09,31.09,45.28,58.8,42.86,66.67,4.7,4.13,0.88,2.64,1.22,138.53,44.44,52.81,26.47,43.16,71.0,155.0,76.0,72.0,170.0,76.0,1253.58,1251.2,38.0,37.0,False,False,True,False,False,False,False,False,False,False,True,False
3.39,3.0,2.68,1.34,2.01,369.55,48.15,57.22,40.0,57.14,4.53,5.98,0.33,1.67,0.0,68.33,40.96,44.88,33.33,28.57,70.0,155.0,68.0,68.0,155.0,70.0,1170.65,963.68,31.0,36.0,False,False,True,False,False,False,False,False,True,False,False,False
3.6,2.28,1.2,1.6,0.2,170.6,51.14,60.6,33.33,66.67,9.03,4.25,0.0,0.0,0.0,83.63,53.97,62.79,0.0,100.0,63.0,125.0,64.0,66.0,125.0,66.0,1124.12,1058.0,31.0,28.0,False,False,False,False,True,False,False,False,True,False,False,False
1.0,0.8,1.0,3.0,0.0,154.0,44.12,57.14,50.0,0.0,6.76,5.11,1.98,1.98,0.99,272.91,55.22,55.73,50.0,60.0,67.0,135.0,67.0,61.0,125.0,62.0,1058.0,1040.85,27.0,23.0,False,False,True,False,False,False,False,False,True,False,False,False
7.72,4.16,0.0,0.0,0.0,8.91,44.83,67.44,0.0,100.0,3.26,1.88,1.37,0.86,0.34,187.12,56.19,62.33,80.0,79.17,73.0,185.0,76.0,72.0,185.0,74.0,1048.82,1184.64,27.0,28.0,False,False,False,False,False,True,False,False,True,False,False,False
4.58,3.33,0.98,0.76,1.31,141.34,55.01,59.74,36.0,74.07,3.53,3.35,1.49,1.12,1.21,243.52,53.48,47.98,50.0,55.56,75.0,185.0,75.0,74.0,185.0,75.0,1290.67,1459.48,29.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
2.44,4.09,0.0,2.29,1.37,12.82,30.42,50.19,0.0,54.55,3.64,4.27,0.55,1.1,2.76,172.75,34.92,60.15,25.0,50.0,69.0,145.0,70.0,73.0,145.0,73.0,954.78,986.55,29.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
3.97,6.07,0.0,2.33,0.0,4.67,35.92,49.02,0.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,72.0,145.0,72.0,69.0,135.0,,1017.88,1000.0,24.0,27.0,False,False,False,False,True,False,False,False,True,False,False,False
3.73,3.03,0.5,0.0,0.0,21.5,33.63,58.26,100.0,100.0,3.58,1.25,10.34,0.0,2.59,634.91,68.03,56.72,55.17,100.0,64.0,135.0,71.0,69.0,145.0,71.0,1106.41,1088.93,27.0,25.0,False,False,False,False,True,False,False,False,False,False,True,False
3.4,3.0,5.0,0.0,3.0,240.0,47.66,54.08,100.0,100.0,4.47,4.13,0.0,0.0,0.0,33.0,38.73,60.76,0.0,100.0,69.0,135.0,70.0,63.0,125.0,64.0,1097.32,1048.41,20.0,30.0,False,False,True,False,False,False,False,False,False,False,True,False
5.17,2.33,0.0,3.88,7.76,0.0,62.5,35.71,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,74.0,225.0,,70.0,195.0,,1114.67,1000.0,31.0,,False,False,True,False,False,False,False,False,True,False,False,False
2.49,3.97,2.67,0.0,0.89,48.91,42.42,62.15,100.0,100.0,2.51,2.25,0.9,2.53,0.9,193.21,48.72,54.39,31.25,57.58,70.0,155.0,71.0,69.0,170.0,70.0,992.69,1071.82,32.0,36.0,False,False,False,False,True,False,False,False,False,False,True,False
4.81,5.16,3.56,0.0,0.0,314.59,49.44,47.1,44.83,100.0,1.75,4.21,2.31,1.54,2.31,189.55,53.12,44.22,50.0,60.0,73.0,185.0,74.0,73.0,185.0,73.0,975.61,1010.1,30.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
4.14,3.76,3.11,0.0,3.55,354.76,56.0,49.4,33.33,100.0,4.06,4.36,1.02,1.75,0.15,151.58,43.29,55.0,58.33,50.0,71.0,170.0,71.0,73.0,170.0,75.0,978.19,1047.02,28.0,31.0,False,False,True,False,False,False,False,False,False,False,False,True
5.07,4.2,0.0,2.0,0.0,67.0,73.08,58.0,0.0,75.0,4.13,2.0,4.0,0.0,0.0,456.0,80.52,62.03,100.0,100.0,67.0,125.0,,,,,1058.0,1067.59,33.0,,True,False,False,False,False,False,True,False,False,False,False,False
2.49,2.86,0.61,3.5,0.91,121.16,45.04,53.62,22.22,41.03,3.42,2.01,3.35,0.0,3.35,442.75,59.74,65.82,75.0,100.0,66.0,125.0,66.0,66.0,125.0,66.0,1117.3,1058.0,32.0,23.0,False,False,True,False,False,False,False,False,True,False,False,False
3.82,3.22,2.18,0.36,0.0,109.87,29.26,50.0,66.67,80.0,3.99,4.55,0.37,2.2,0.37,177.95,58.42,44.81,33.33,25.0,73.0,205.0,75.0,75.0,205.0,76.0,963.92,973.87,23.0,27.0,False,False,False,False,True,False,False,False,True,False,False,False
3.72,3.47,4.29,0.79,0.48,322.73,46.99,54.99,51.92,65.52,4.68,3.04,1.17,1.17,0.0,174.5,50.42,58.37,55.56,78.26,69.0,185.0,69.0,72.0,170.0,75.0,1421.63,1264.47,32.0,33.0,False,False,False,False,True,False,False,False,True,False,False,False
4.35,3.29,0.88,2.38,0.38,150.5,51.84,49.29,33.33,60.42,3.2,3.9,0.0,2.61,1.04,85.14,55.09,54.84,0.0,28.57,68.0,135.0,70.0,65.0,135.0,,952.86,920.31,29.0,26.0,False,False,True,False,False,False,True,False,False,False,False,False
3.32,3.0,0.9,2.34,0.0,152.31,37.43,45.77,55.56,66.67,3.45,4.34,0.38,1.72,0.57,123.08,52.84,49.1,66.67,71.88,72.0,145.0,74.0,71.0,145.0,71.0,984.17,990.33,30.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
1.86,1.1,1.32,0.88,0.66,169.33,51.42,54.55,42.86,50.0,2.33,2.4,1.26,2.23,1.54,273.79,45.37,55.21,26.47,56.76,68.0,135.0,69.0,66.0,135.0,65.0,1175.93,1215.24,28.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
1.49,0.87,2.33,1.4,0.0,419.1,39.67,69.4,33.33,33.33,5.19,2.79,1.12,1.12,2.24,243.14,59.26,56.59,50.0,66.67,73.0,185.0,78.0,75.0,205.0,77.0,1137.72,1332.57,35.0,32.0,False,False,True,False,False,False,False,False,False,False,True,False
1.96,2.67,1.47,3.54,0.29,100.75,41.84,51.94,50.0,50.0,3.69,2.84,0.59,1.95,1.17,250.12,41.1,60.58,27.27,73.68,72.0,205.0,74.0,73.0,205.0,77.0,990.32,1117.28,32.0,34.0,False,False,True,False,False,False,False,True,False,False,False,False
3.11,2.96,2.67,0.0,0.67,374.67,44.87,52.33,36.36,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,74.0,205.0,79.0,69.0,185.0,74.0,1161.32,1000.0,29.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,5.57,2.24,6.43,0.0,0.0,628.37,42.46,60.23,76.47,100.0,69.0,155.0,,69.0,155.0,70.0,1000.0,1147.18,26.0,24.0,False,False,True,False,False,False,False,False,True,False,False,False
4.1,2.85,4.59,0.45,0.15,444.32,38.47,55.49,50.83,75.0,4.82,2.5,3.41,0.0,0.14,488.19,54.19,57.91,48.51,100.0,71.0,170.0,72.0,72.0,170.0,76.0,1490.9,1666.11,33.0,34.0,False,False,True,False,False,False,False,False,False,False,False,True
,,,,,,,,,,,,,,,,,,,,71.0,170.0,,70.0,185.0,73.0,1000.0,1000.0,35.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
0.8,3.73,1.0,2.0,0.0,129.0,52.17,35.63,33.33,0.0,2.08,3.16,0.31,4.01,0.31,81.37,32.58,60.0,25.0,59.38,66.0,125.0,67.0,65.0,125.0,68.0,942.93,999.51,32.0,28.0,False,False,False,False,True,False,False,False,True,False,False,False
0.98,5.24,0.0,4.91,0.0,13.51,14.29,42.34,0.0,33.33,3.2,8.07,3.0,0.0,1.0,171.0,42.86,43.98,50.0,100.0,70.0,170.0,74.0,72.0,170.0,73.0,947.64,942.0,26.0,22.0,False,False,True,False,False,False,False,False,True,False,False,False
4.96,3.69,0.44,1.21,0.44,70.7,42.89,56.6,28.57,47.62,4.78,4.93,1.01,0.29,0.46,93.52,47.2,51.59,29.63,89.55,71.0,170.0,72.0,73.0,170.0,73.0,1083.47,1143.46,30.0,38.0,False,False,True,False,False,False,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,76.0,205.0,76.0,72.0,205.0,76.0,1000.0,1000.0,29.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
4.78,5.74,3.59,0.0,0.0,121.91,26.67,50.0,50.0,100.0,3.8,5.59,0.0,0.54,0.0,130.03,45.89,55.68,0.0,75.0,68.0,145.0,68.0,65.0,145.0,69.0,956.25,902.68,26.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,4.8,7.85,0.0,3.12,0.0,130.22,45.65,42.99,0.0,41.18,,170.0,,74.0,170.0,78.0,1000.0,829.45,31.0,29.0,True,False,False,False,False,False,False,False,True,False,False,False
2.74,1.66,1.76,0.0,0.18,177.0,45.87,71.57,35.71,100.0,3.85,2.49,1.36,1.46,0.39,153.3,35.96,60.62,29.17,74.14,64.0,135.0,64.0,64.0,125.0,65.0,1195.52,1338.42,29.0,32.0,False,False,True,False,False,False,False,False,False,False,True,False
1.2,1.6,0.0,0.0,0.0,1.0,23.08,82.35,0.0,100.0,4.2,4.96,0.87,0.87,0.0,99.71,38.1,54.3,100.0,66.67,68.0,145.0,71.0,68.0,145.0,67.0,951.59,1000.0,29.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
2.13,2.38,0.91,2.29,1.37,188.78,44.59,51.25,25.0,78.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,75.0,170.0,78.0,74.0,170.0,78.0,1062.53,1000.0,26.0,25.0,False,False,True,False,False,False,False,False,True,False,False,False
4.11,2.93,1.16,1.45,0.51,155.48,48.0,60.17,51.61,75.31,0.0,7.8,4.5,4.5,4.5,535.5,0.0,10.34,50.0,0.0,71.0,170.0,74.0,71.0,170.0,73.0,1291.68,1105.15,34.0,34.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.93,3.07,1.0,0.0,0.0,3.0,44.44,58.93,25.0,100.0,66.0,145.0,71.0,67.0,155.0,,1000.0,951.8,28.0,27.0,False,False,True,False,False,False,False,False,False,False,True,False
