red_StrikesLandedPerMin,red_StrikesAbsorbedPerMin,red_TakedownsPer15Min,red_OpponentTakedownsPer15Min,red_SubmissionsPer15Min,red_ControlPer15Min,red_StrikingAccuracyPct,red_StrikeDefencePct,red_TakedownAccuracyPct,red_TakedownDefencePct,blue_StrikesLandedPerMin,blue_StrikesAbsorbedPerMin,blue_TakedownsPer15Min,blue_OpponentTakedownsPer15Min,blue_SubmissionsPer15Min,blue_ControlPer15Min,blue_StrikingAccuracyPct,blue_StrikeDefencePct,blue_TakedownAccuracyPct,blue_TakedownDefencePct,red_Height,red_Weight,red_Reach,blue_Height,blue_Weight,blue_Reach,red_Elo,blue_Elo,red_Age,blue_Age,red_Stance_Nan,red_Stance_Open Stance,red_Stance_Orthodox,red_Stance_Sideways,red_Stance_Southpaw,red_Stance_Switch,blue_Stance_Nan,blue_Stance_Open Stance,blue_Stance_Orthodox,blue_Stance_Sideways,blue_Stance_Southpaw,blue_Stance_Switch
3.92,6.67,0.0,0.76,0.0,36.64,40.31,49.62,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,72.0,170.0,74.0,74.0,155.0,,1042.83,1000.0,28.0,29.0,False,False,True,False,False,False,False,False,False,False,False,True
3.03,2.66,1.81,1.66,0.3,278.12,41.18,52.6,54.55,57.69,1.9,1.9,14.29,0.0,0.0,371.43,50.0,66.67,50.0,100.0,71.0,185.0,73.0,73.0,185.0,,1080.15,960.22,29.0,27.0,False,False,False,False,True,False,False,False,True,False,False,False
3.8,1.7,3.87,0.39,0.77,554.17,79.89,52.86,62.5,66.67,7.47,1.03,5.99,0.43,0.86,637.36,63.29,70.25,70.0,75.0,75.0,265.0,81.0,73.0,240.0,77.0,1275.41,1296.15,33.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
3.69,2.58,1.76,1.76,5.27,377.05,32.31,68.57,100.0,50.0,5.42,3.64,1.92,0.48,0.0,305.69,54.43,44.09,57.14,66.67,64.0,125.0,64.0,66.0,125.0,65.0,1106.6,1052.68,30.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
2.2,0.77,8.0,0.0,0.0,734.5,71.74,50.0,72.73,100.0,2.67,2.8,0.5,5.5,1.5,253.0,40.0,33.86,50.0,54.17,72.0,170.0,75.0,71.0,170.0,74.0,1113.27,1055.46,32.0,29.0,False,False,True,False,False,False,False,False,False,False,False,True
4.03,3.36,1.63,0.54,0.48,195.89,44.96,59.79,44.26,75.0,4.0,3.86,0.17,1.74,0.0,51.77,50.14,61.38,25.0,64.41,72.0,205.0,74.0,71.0,185.0,77.0,1353.18,1391.04,29.0,39.0,False,False,False,False,True,False,False,False,False,False,False,True
3.69,1.9,7.05,0.47,0.0,501.01,51.68,55.61,60.0,25.0,4.33,2.81,0.3,0.97,0.06,27.67,48.46,58.54,55.56,80.49,76.0,265.0,80.0,76.0,238.0,77.0,1331.18,1350.24,28.0,36.0,False,False,True,False,False,False,False,False,True,False,False,False
4.3,2.45,0.57,1.34,0.19,62.56,57.48,59.96,60.0,73.08,2.15,4.22,2.0,5.25,0.75,226.5,51.19,38.44,23.53,38.24,69.0,145.0,67.0,68.0,135.0,69.0,1148.51,1025.38,30.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
1.61,2.66,5.27,0.75,0.0,480.5,33.33,55.83,31.82,0.0,4.96,1.98,7.44,0.0,7.44,550.41,71.43,42.86,50.0,100.0,68.0,155.0,75.0,68.0,155.0,70.0,1013.15,1058.0,26.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
2.71,1.75,1.96,0.86,1.59,280.85,61.6,61.16,48.48,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,72.0,185.0,74.0,71.0,185.0,,1132.37,1000.0,35.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
2.45,0.99,1.71,0.0,0.0,512.27,51.89,63.69,41.18,100.0,4.44,1.82,3.03,0.0,0.0,172.73,37.29,64.0,50.0,100.0,74.0,265.0,75.0,75.0,265.0,77.0,1132.24,1058.0,29.0,30.0,False,False,True,False,False,False,False,False,False,False,True,False
3.31,1.71,3.29,2.49,1.47,319.71,39.28,68.61,51.79,60.0,1.92,1.91,2.71,0.83,1.36,306.43,40.71,60.91,29.55,52.94,69.0,170.0,71.0,73.0,170.0,72.0,1183.96,1227.58,28.0,34.0,False,False,False,False,True,False,False,False,False,False,True,False
4.86,0.46,5.37,0.0,0.0,190.12,64.19,66.67,58.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,69.0,170.0,73.0,69.0,155.0,72.0,1099.69,1000.0,27.0,25.0,False,False,False,False,False,True,False,False,True,False,False,False
0.49,1.97,0.0,14.75,0.0,0.0,50.0,50.0,0.0,0.0,5.12,6.1,1.55,1.4,0.93,237.78,41.72,54.2,34.48,64.0,70.0,145.0,,70.0,145.0,70.0,945.26,966.33,27.0,32.0,True,False,False,False,False,False,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,61.0,115.0,62.0,65.0,125.0,65.0,1000.0,1000.0,26.0,20.0,False,False,True,False,False,False,False,False,False,False,False,True
3.76,1.51,2.87,2.05,0.14,236.1,45.84,65.05,52.5,71.15,5.6,4.81,0.38,1.15,0.38,17.57,44.09,47.93,100.0,83.33,75.0,170.0,80.0,75.0,170.0,77.0,1252.88,1088.43,27.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
1.92,2.64,0.27,1.07,0.4,111.78,43.97,57.8,40.0,73.33,2.2,2.82,2.52,0.53,1.33,190.73,45.19,59.44,44.19,73.33,74.0,230.0,73.0,74.0,242.0,76.0,1067.59,1146.0,32.0,27.0,False,False,False,False,True,False,False,False,True,False,False,False
3.34,0.84,18.82,0.0,0.0,354.36,44.44,81.82,75.0,100.0,2.96,2.68,3.6,1.2,1.2,380.65,43.53,63.98,75.0,66.67,68.0,155.0,73.0,71.0,170.0,74.0,1106.41,1139.63,27.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
2.75,2.64,3.11,0.0,0.0,102.59,36.05,65.31,44.44,100.0,3.08,1.22,2.43,1.31,1.31,352.6,45.91,67.0,40.62,46.15,66.0,135.0,65.0,67.0,135.0,71.0,1034.57,1113.59,34.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
3.55,1.73,2.88,1.44,5.76,514.08,56.92,62.5,66.67,0.0,3.22,3.3,3.71,1.86,2.12,451.33,45.73,51.17,46.67,61.11,,125.0,,67.0,125.0,70.0,1101.7,1178.58,28.0,33.0,True,False,False,False,False,False,False,False,False,False,True,False
5.09,3.74,1.56,0.14,0.57,76.93,53.85,58.25,55.0,94.44,4.82,4.02,0.6,3.2,0.0,66.13,49.79,62.9,37.5,44.83,73.0,170.0,73.0,72.0,205.0,74.0,1314.83,1096.26,30.0,29.0,False,False,True,False,False,False,False,False,False,False,True,False
1.66,1.69,2.17,1.58,0.0,382.81,40.26,56.9,33.33,42.86,3.54,2.92,0.23,2.97,0.0,59.56,51.55,68.21,33.33,31.58,73.0,185.0,78.0,71.0,185.0,77.0,1191.89,984.21,37.0,34.0,False,False,True,False,False,False,False,False,False,False,False,True
5.02,5.4,1.11,0.96,1.27,87.91,42.77,58.62,21.88,76.92,3.48,3.43,1.0,0.0,0.0,27.92,37.2,66.05,33.33,100.0,66.0,135.0,65.0,68.0,125.0,65.0,1245.15,1256.22,32.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
4.77,2.48,0.78,0.94,0.16,256.09,49.95,70.06,17.24,62.5,6.45,4.98,2.5,0.87,0.54,287.42,51.56,51.52,52.27,78.95,61.0,115.0,60.0,61.0,125.0,62.0,1215.57,1198.15,28.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
3.54,4.17,0.33,3.34,0.67,113.86,47.04,51.42,50.0,50.0,4.11,3.3,0.12,2.59,0.12,95.1,29.5,61.2,33.33,75.58,72.0,155.0,72.0,69.0,155.0,70.0,983.25,1021.76,30.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
3.96,2.15,2.63,1.72,0.27,214.6,48.07,56.92,45.37,59.49,2.07,1.95,3.84,0.84,1.08,412.88,39.91,52.44,51.61,68.18,75.0,170.0,80.0,73.0,170.0,75.0,1423.6,1337.58,33.0,33.0,False,False,True,False,False,False,False,False,False,False,True,False
2.48,2.5,1.4,0.56,0.28,148.46,45.24,58.64,22.73,77.78,6.33,5.38,0.0,0.0,0.0,22.69,42.59,56.62,0.0,100.0,75.0,235.0,76.0,76.0,250.0,78.0,1024.78,1001.79,36.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
2.92,3.79,1.79,1.79,0.99,277.27,49.22,44.89,21.43,50.0,4.39,3.3,0.68,1.16,0.58,167.04,47.48,54.71,33.33,71.43,72.0,185.0,72.0,75.0,170.0,78.0,992.44,1255.94,26.0,32.0,False,False,True,False,False,False,False,False,True,False,False,False
3.55,2.15,0.99,0.33,0.0,284.82,52.26,59.17,29.03,86.36,3.53,2.39,0.41,1.66,0.62,83.66,53.33,51.13,100.0,52.94,75.0,205.0,75.0,78.0,205.0,82.0,1445.62,1253.88,31.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
3.77,2.56,3.77,0.63,2.51,624.72,56.25,42.99,54.55,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,70.0,155.0,68.0,72.0,155.0,73.0,1068.73,1000.0,24.0,24.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.28,2.63,0.0,3.78,0.0,86.17,60.31,64.53,0.0,30.77,74.0,205.0,,71.0,185.0,77.0,1000.0,1054.06,30.0,33.0,False,False,True,False,False,False,False,False,False,False,False,True
3.27,3.33,2.0,1.0,0.0,127.75,38.36,55.85,50.0,69.23,3.0,2.2,2.76,1.38,0.74,355.86,51.27,44.17,37.14,59.38,71.0,170.0,74.0,71.0,170.0,76.0,921.48,1147.61,34.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
2.9,4.13,4.69,2.22,0.25,229.81,38.68,64.5,39.58,73.53,1.36,1.68,4.26,1.61,1.14,444.42,52.3,46.81,51.14,50.0,66.0,135.0,69.0,64.0,135.0,63.0,1077.18,1180.53,27.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
3.67,3.66,1.74,2.66,0.37,237.06,51.95,53.39,39.58,39.58,4.32,5.89,0.81,0.49,0.0,83.03,48.19,53.26,25.0,88.46,73.0,205.0,76.0,75.0,230.0,76.0,1216.74,1077.6,35.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
2.89,2.95,2.68,0.81,0.98,429.3,48.9,56.55,39.76,41.18,4.54,3.05,0.21,1.72,0.21,50.98,46.01,55.79,42.86,62.5,65.0,125.0,63.0,66.0,115.0,65.0,1176.69,1068.24,29.0,38.0,False,False,True,False,False,False,False,False,True,False,False,False
4.75,4.2,2.74,0.91,0.0,38.38,26.53,54.0,42.86,50.0,5.0,2.5,0.0,0.0,18.75,0.0,36.36,66.67,0.0,100.0,70.0,145.0,71.0,68.0,155.0,69.0,1036.06,1051.99,27.0,33.0,False,False,True,False,False,False,False,False,True,False,False,False
2.13,2.09,5.42,1.31,0.56,378.72,37.34,61.82,43.94,50.0,1.43,2.77,3.56,1.19,1.78,97.43,39.56,47.37,31.58,50.0,64.0,125.0,65.0,70.0,125.0,71.0,1151.48,1002.25,32.0,27.0,False,False,False,False,True,False,False,False,False,False,True,False
2.93,1.4,0.0,0.0,0.0,382.0,39.29,73.08,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,68.0,145.0,,64.0,125.0,65.0,1058.0,1000.0,27.0,26.0,False,False,True,False,False,False,False,False,False,False,True,False
3.29,3.52,0.07,0.81,0.07,52.45,44.71,53.65,16.67,81.82,3.36,3.59,0.75,0.94,1.13,183.68,53.07,44.27,40.0,37.5,74.0,185.0,75.0,74.0,185.0,75.0,877.56,1146.83,35.0,26.0,False,False,False,False,True,False,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,72.0,250.0,74.0,72.0,264.0,74.0,1000.0,1000.0,32.0,25.0,False,False,True,False,False,False,False,False,False,False,True,False
6.47,4.52,0.22,1.03,0.36,46.91,44.57,61.24,83.33,83.92,5.01,5.66,0.47,0.31,0.0,20.02,41.4,56.93,37.5,88.89,71.0,145.0,69.0,71.0,145.0,72.0,1409.45,1282.05,29.0,32.0,False,False,True,False,False,False,False,False,True,False,False,False
2.65,3.25,0.66,1.32,1.75,136.66,45.25,49.08,30.0,75.0,5.01,4.05,0.62,1.66,0.62,50.51,39.1,55.13,60.0,67.35,68.0,135.0,70.0,63.0,135.0,67.0,1114.96,1317.79,24.0,27.0,False,False,False,False,False,True,False,False,True,False,False,False
2.22,6.67,0.0,8.33,8.33,0.0,26.67,57.14,0.0,0.0,2.66,3.24,0.68,1.13,1.36,139.82,45.71,49.05,30.0,76.19,66.0,135.0,66.0,68.0,135.0,70.0,1085.33,1051.3,30.0,24.0,False,False,False,False,False,True,False,False,False,False,False,True
3.3,1.77,3.07,2.81,1.66,320.57,39.09,68.48,48.0,58.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,69.0,170.0,71.0,71.0,170.0,,1149.48,1000.0,27.0,26.0,False,False,False,False,True,False,False,False,True,False,False,False
0.81,2.62,3.02,3.02,12.08,561.74,30.77,51.85,33.33,0.0,6.71,2.05,2.8,0.0,2.8,796.58,50.0,42.11,100.0,100.0,79.0,265.0,81.0,78.0,260.0,81.0,1009.08,952.84,34.0,24.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.22,1.76,0.55,1.93,0.0,188.27,46.36,64.31,33.33,74.07,72.0,170.0,73.0,70.0,170.0,72.0,1000.0,1099.66,27.0,34.0,False,False,True,False,False,False,False,False,True,False,False,False
1.32,1.3,1.8,2.52,3.25,197.24,44.0,65.61,27.78,0.0,1.0,2.07,0.0,6.0,5.0,222.0,62.5,36.73,0.0,14.29,72.0,170.0,74.0,73.0,185.0,,969.2,952.86,32.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
3.0,1.87,0.0,2.0,1.0,102.0,51.14,61.64,0.0,75.0,2.93,4.27,0.0,2.0,0.0,12.0,39.29,66.32,0.0,84.62,69.0,145.0,72.0,68.0,135.0,68.0,1058.81,1059.89,22.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
2.47,1.95,2.69,0.14,0.42,258.48,40.12,67.04,55.88,93.33,3.67,3.41,1.97,1.54,0.0,151.9,44.34,61.56,82.35,64.52,69.0,170.0,71.0,71.0,170.0,74.0,1239.42,1190.91,29.0,32.0,False,False,True,False,False,False,False,False,False,False,True,False
,,,,,,,,,,,,,,,,,,,,68.0,145.0,72.0,69.0,145.0,71.0,1000.0,1000.0,26.0,25.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.62,2.57,0.52,2.61,1.3,40.14,35.87,65.34,33.33,28.57,64.0,125.0,65.0,66.0,145.0,64.0,1000.0,1044.25,28.0,31.0,False,False,False,False,True,False,False,False,True,False,False,False
2.26,2.38,2.87,0.96,1.53,324.47,37.34,52.05,40.54,72.22,3.55,3.08,3.49,0.87,1.45,366.19,40.44,53.03,40.68,73.91,73.0,170.0,75.0,69.0,170.0,77.0,1279.84,1319.02,29.0,24.0,False,False,False,False,True,False,False,False,True,False,False,False
3.92,6.09,0.85,0.0,0.0,64.83,32.24,49.77,25.0,100.0,9.89,4.62,0.0,0.0,0.0,128.57,100.0,0.0,0.0,100.0,70.0,185.0,76.0,74.0,185.0,77.0,1032.91,1045.09,26.0,29.0,False,False,False,False,True,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.29,2.45,1.47,2.44,1.3,390.39,38.8,60.76,60.0,31.82,73.0,170.0,73.0,69.0,155.0,70.0,1000.0,1088.43,27.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
4.53,4.42,0.47,1.47,0.7,96.51,53.35,53.35,50.0,61.22,4.58,4.99,0.51,0.51,0.17,137.55,49.39,62.18,50.0,88.0,71.0,170.0,75.0,71.0,170.0,75.0,1403.79,1267.8,30.0,31.0,False,False,True,False,False,False,False,False,False,False,True,False
3.94,4.2,0.54,1.08,0.27,155.31,39.76,51.8,50.0,78.38,8.77,5.9,1.96,0.98,0.73,275.96,55.81,58.05,42.11,71.43,66.0,125.0,67.0,66.0,125.0,69.0,1085.78,1103.46,29.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
3.09,3.12,0.9,2.39,0.75,189.98,31.7,51.62,16.67,48.39,2.2,2.27,0.0,3.0,0.0,97.0,54.1,58.02,0.0,66.67,75.0,170.0,75.0,74.0,170.0,74.0,989.42,951.64,33.0,23.0,False,False,True,False,False,False,False,False,False,False,True,False
2.12,2.31,0.94,3.74,0.0,111.33,46.9,63.37,28.57,52.94,1.63,1.92,2.57,2.14,0.0,220.5,41.91,51.8,100.0,73.68,68.0,170.0,70.0,69.0,170.0,71.0,1036.75,914.47,26.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,66.0,125.0,,66.0,125.0,66.0,1000.0,1000.0,29.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
3.18,3.04,3.18,1.06,0.0,406.83,48.13,50.86,35.29,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,65.0,125.0,65.0,64.0,135.0,63.0,996.99,1000.0,25.0,20.0,False,False,True,False,False,False,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,71.0,185.0,,69.0,170.0,70.0,1000.0,1000.0,34.0,33.0,False,False,True,False,False,False,False,False,False,False,True,False
0.0,2.79,2.09,0.0,2.09,345.35,0.0,50.0,33.33,100.0,2.24,4.47,2.8,0.0,0.0,97.83,46.15,45.45,100.0,100.0,70.0,185.0,71.0,70.0,185.0,,950.26,901.28,26.0,33.0,False,False,True,False,False,False,False,False,False,False,True,False
4.72,4.11,0.47,0.47,0.0,10.35,53.37,60.6,50.0,92.0,4.22,3.37,6.86,1.72,2.94,489.22,61.87,46.07,57.14,63.16,72.0,185.0,75.0,72.0,185.0,75.0,1134.3,1183.91,32.0,30.0,False,False,False,False,True,False,False,False,True,False,False,False
2.73,0.87,10.0,0.0,0.0,656.0,77.36,38.1,90.91,100.0,1.1,3.3,0.0,8.26,8.26,293.12,57.14,33.33,0.0,0.0,72.0,170.0,75.0,71.0,170.0,73.0,1058.0,1041.63,29.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
2.93,2.35,2.67,2.99,0.11,341.28,44.35,55.76,32.47,55.56,3.3,1.98,3.53,2.83,1.41,159.07,53.85,68.89,25.0,71.43,65.0,125.0,65.0,62.0,125.0,64.0,1018.3,1075.52,28.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
4.45,3.24,0.69,3.1,0.0,58.21,52.72,67.66,40.0,40.0,4.27,2.13,0.0,1.0,0.0,11.0,46.38,58.97,0.0,50.0,72.0,205.0,74.0,74.0,205.0,76.0,1074.77,1061.15,26.0,31.0,False,False,False,False,True,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.58,0.73,3.28,2.19,5.47,0.0,57.14,44.44,42.86,0.0,70.0,190.0,,73.0,175.0,,1000.0,1255.92,51.0,28.0,False,False,True,False,False,False,False,False,False,False,True,False
2.12,1.14,0.0,3.38,0.72,86.91,77.65,62.63,0.0,26.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,74.0,221.0,,73.0,205.0,75.0,1146.51,1000.0,38.0,25.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1.97,2.32,1.88,0.47,0.0,565.26,45.99,48.25,44.44,80.0,73.0,255.0,73.0,73.0,225.0,73.0,1000.0,1070.61,32.0,33.0,False,False,True,False,False,False,False,False,True,False,False,False
2.2,1.69,1.04,1.9,0.52,299.19,47.99,66.89,54.55,52.17,4.07,1.57,3.0,0.0,0.5,294.5,51.26,79.74,66.67,100.0,66.0,125.0,66.0,64.0,135.0,64.0,1027.89,1121.98,30.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
3.47,2.47,5.0,0.0,0.0,209.0,41.27,56.98,31.25,100.0,4.44,3.47,2.16,2.47,0.21,310.99,49.96,54.53,58.33,66.67,70.0,155.0,70.0,69.0,155.0,69.0,942.0,1168.87,30.0,37.0,False,False,False,False,True,False,False,False,True,False,False,False
2.33,2.62,2.85,0.55,0.83,259.14,30.88,71.9,48.44,86.36,4.15,3.24,1.21,3.64,1.86,153.44,42.06,56.58,26.79,45.12,69.0,155.0,70.0,72.0,170.0,76.0,1305.37,1148.21,30.0,24.0,False,False,True,False,False,False,False,False,False,False,True,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,5.36,3.76,0.0,0.38,0.0,16.39,51.11,70.12,0.0,88.1,75.0,155.0,75.0,68.0,155.0,68.0,1000.0,1133.83,23.0,35.0,False,False,True,False,False,False,False,False,True,False,False,False
3.8,2.43,1.04,1.36,0.32,182.16,31.87,68.53,36.11,63.04,4.01,2.14,2.98,0.0,0.0,320.24,37.97,69.14,83.33,100.0,66.0,145.0,70.0,69.0,155.0,74.0,1192.76,1257.54,36.0,26.0,False,False,True,False,False,False,False,False,False,False,True,False
3.24,3.01,0.3,2.58,0.3,165.47,43.24,54.78,11.11,56.41,3.04,2.62,1.03,1.49,0.51,170.26,43.6,60.46,44.44,59.72,73.0,170.0,74.0,69.0,170.0,70.0,1135.91,1278.74,34.0,43.0,False,False,False,False,True,False,False,False,False,False,True,False
1.2,2.39,2.18,0.79,0.2,187.56,33.33,65.39,37.93,78.95,3.45,2.73,2.52,3.41,0.15,331.74,47.23,53.45,30.36,54.0,65.0,125.0,67.0,65.0,125.0,65.0,1108.57,1049.23,31.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
2.16,1.68,0.65,3.24,0.65,215.12,38.17,47.3,20.0,37.5,2.94,2.97,2.75,1.48,2.75,221.74,50.0,51.94,41.27,60.0,70.0,155.0,71.0,70.0,155.0,74.0,967.31,1195.14,28.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
7.82,4.51,0.0,2.33,0.0,2.33,51.71,64.49,0.0,75.0,3.34,4.69,2.24,1.19,0.3,221.53,31.64,58.23,36.59,69.23,67.0,145.0,70.0,66.0,135.0,68.0,1112.3,931.73,23.0,36.0,False,False,False,False,True,False,False,False,True,False,False,False
6.99,4.55,0.0,0.8,0.4,54.89,46.01,56.76,0.0,82.61,7.09,3.4,4.26,2.13,2.13,125.53,58.14,48.94,66.67,87.5,75.0,155.0,75.0,70.0,155.0,73.0,1117.46,1157.97,27.0,29.0,False,False,True,False,False,False,True,False,False,False,False,False
7.38,4.69,0.31,0.93,0.35,57.78,47.29,60.23,66.67,84.0,6.63,3.32,1.95,0.68,0.25,217.76,57.67,60.79,36.51,70.37,71.0,145.0,69.0,66.0,145.0,71.0,1482.29,1604.04,30.0,33.0,False,False,True,False,False,False,False,False,True,False,False,False
7.31,0.76,0.0,3.78,0.0,0.0,67.44,62.5,0.0,0.0,4.01,1.79,1.9,4.34,1.08,206.42,42.77,63.47,77.78,56.76,72.0,185.0,72.0,73.0,185.0,75.0,1073.1,1180.37,27.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
4.77,3.6,1.07,0.53,0.0,131.65,42.68,64.85,54.55,78.57,2.54,2.88,2.22,2.96,1.48,217.24,47.91,50.0,66.67,50.0,70.0,170.0,71.0,74.0,170.0,75.0,1104.7,837.18,32.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
2.63,0.63,0.68,1.7,0.0,76.39,50.0,63.16,100.0,84.38,1.99,0.0,10.88,0.0,2.72,788.52,52.38,100.0,100.0,100.0,74.0,205.0,76.0,74.0,183.0,,1166.78,1048.75,31.0,35.0,False,False,True,False,False,False,False,False,True,False,False,False
3.77,1.07,3.66,0.49,1.48,433.24,57.31,67.2,80.43,87.18,2.92,1.76,1.84,1.56,0.92,224.08,62.76,59.69,68.97,67.31,71.0,185.0,76.0,69.0,155.0,70.0,1219.36,1234.77,24.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
1.52,2.08,3.46,2.08,3.46,271.87,53.23,39.19,50.0,40.0,3.0,3.71,1.37,0.64,0.09,205.28,47.49,51.32,32.61,76.67,73.0,185.0,78.0,73.0,185.0,75.0,1193.13,1088.73,31.0,34.0,False,False,False,False,True,False,False,False,False,False,True,False
1.47,1.93,6.0,0.0,0.0,434.0,42.31,38.3,100.0,100.0,2.03,3.25,1.4,3.6,1.6,189.8,39.18,63.96,43.75,50.0,69.0,135.0,71.0,66.0,145.0,68.0,1058.0,902.31,31.0,36.0,False,False,False,False,True,False,False,False,True,False,False,False
3.52,2.28,1.63,2.72,1.36,335.7,56.73,52.99,25.0,54.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,70.0,170.0,74.0,71.0,170.0,74.0,1087.05,1000.0,30.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
1.71,1.58,2.77,1.46,1.6,335.89,37.29,51.56,34.23,25.93,2.52,2.43,2.53,0.8,1.06,414.94,44.38,58.73,59.38,71.43,66.0,135.0,67.0,69.0,135.0,73.0,1134.97,1189.89,37.0,34.0,False,False,True,False,False,False,False,False,True,False,False,False
2.61,2.96,1.96,0.84,1.82,147.32,46.2,47.95,20.9,50.0,2.68,2.39,0.27,1.9,0.82,100.06,55.22,48.03,100.0,50.0,75.0,205.0,76.0,78.0,205.0,82.0,1186.04,1108.58,35.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.76,4.25,0.23,1.83,0.46,188.57,33.39,48.8,25.0,42.86,67.0,125.0,71.0,66.0,125.0,67.0,1000.0,928.98,32.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
3.39,3.33,1.14,1.24,0.86,213.74,45.88,64.08,26.67,64.86,2.82,2.83,0.55,0.46,0.09,142.9,34.6,57.6,31.58,79.17,67.0,145.0,67.0,68.0,135.0,69.0,1165.54,1067.64,31.0,38.0,False,False,True,False,False,False,False,False,False,False,True,False
,,,,,,,,,,,,,,,,,,,,72.0,200.0,,73.0,205.0,72.0,1000.0,1000.0,,30.0,False,False,False,False,True,False,False,False,True,False,False,False
3.14,3.48,0.0,1.37,0.0,7.55,48.58,39.2,0.0,80.0,5.27,4.86,0.23,0.92,0.0,101.04,48.52,46.91,50.0,33.33,74.0,242.0,78.0,75.0,265.0,77.0,1212.69,1156.87,33.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
1.82,2.03,2.55,0.57,1.03,344.42,43.7,63.59,26.48,61.54,3.78,3.19,1.56,0.14,0.14,160.98,43.14,60.14,28.21,85.71,73.0,170.0,72.0,71.0,170.0,72.0,1319.14,1342.59,43.0,32.0,False,False,False,False,True,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.77,3.74,0.58,1.08,0.08,64.23,35.37,58.31,53.85,79.69,71.0,155.0,70.0,70.0,155.0,73.0,1000.0,1208.63,28.0,31.0,False,False,True,False,False,False,False,False,False,False,True,False
